Artist name,Description,Wiki URL,Page Views
Anne Allen,French Printmaker,https://en.wikipedia.org/wiki/Anne_Allen,10
Anne Huntington Allen,American Painter,https://en.wikipedia.org/wiki/Anne_Huntington_Allen,31
Douglas Allen,American Illustrator,https://en.wikipedia.org/wiki/Douglas_Allen,7
Greta Allen,American,https://en.wikipedia.org/wiki/Greta_Thunberg,"87,691"
Mary Cecil Allen,Australian/American Painter,https://en.wikipedia.org/wiki/Mary_Cecil_Allen,61
Terry Allen,American Sculptor,https://en.wikipedia.org/wiki/Terry_Allen,402
Helen Allingham,British Painter,https://en.wikipedia.org/wiki/Helen_Allingham,502
Edward Allington,British,https://en.wikipedia.org/wiki/Edward_Allington,156
Thomas Allom,English Painter,https://en.wikipedia.org/wiki/Thomas_Allom,305
Jennifer Allora,American,https://en.wikipedia.org/wiki/Jennifer_Allora,11
Alessandro Allori,Italian Painter,https://en.wikipedia.org/wiki/Alessandro_Allori,826
Cristofano Allori,Italian Painter,https://en.wikipedia.org/wiki/Cristofano_Allori,365
Washington Allston,American Painter,https://en.wikipedia.org/wiki/Washington_Allston,598
Laura Alma-Tadema,English Painter,https://en.wikipedia.org/wiki/Laura_Alma-Tadema,25
Sir Lawrence Alma-Tadema,Dutch/English Painter,https://en.wikipedia.org/wiki/Sir_Lawrence_Alma-Tadema,308
Darren Almond,British,https://en.wikipedia.org/wiki/Darren_Almond,218
Peder Als,Danish Painter,https://en.wikipedia.org/wiki/Peder_Als,56
Denys van Alsloot,Flemish Painter,https://en.wikipedia.org/wiki/Denys_van_Alsloot,1
Charles Alston,African-American Painter/Sculptor,https://en.wikipedia.org/wiki/Charles_Alston,736
Jakob Alt,Austrian,https://en.wikipedia.org/wiki/Jakob_Alt,339
Otmar Alt,German,https://en.wikipedia.org/wiki/Otmar_Alt,0
Rudolf von Alt,Austrian Painter,https://en.wikipedia.org/wiki/Rudolf_von_Alt,"1,163"
Albrecht Altdorfer,German Painter,https://en.wikipedia.org/wiki/Albrecht_Altdorfer,"1,277"
Mathias Alten,German/American Painter,https://en.wikipedia.org/wiki/Mathias_Alten,131
Pawel Althamer,Polish,https://en.wikipedia.org/wiki/Pawel_Althamer,23
Kai Althoff,German,https://en.wikipedia.org/wiki/Kai_Althoff,370
Altichiero,Italian Painter,https://en.wikipedia.org/wiki/Altichiero,390
Natan Altman,Russian Painter,https://en.wikipedia.org/wiki/Natan_Altman,12
John Altoon,American Painter,https://en.wikipedia.org/wiki/John_Altoon,345
Aby Altson,Australian Painter,https://en.wikipedia.org/wiki/Abbey_Altson,88
Mabel Alvarez,American Painter,https://en.wikipedia.org/wiki/Mabel_Alvarez,356
Manuel Alvarez Bravo,Mexican Photographer,https://en.wikipedia.org/wiki/Manuel_Alvarez_Bravo,49
Francis Alys,Belgian,https://en.wikipedia.org/wiki/Francis_Alys,35
Giovanni Antonio Amadeo,Italian Sculptor,https://en.wikipedia.org/wiki/Giovanni_Antonio_Amadeo,169
Edmond-Francois Aman-Jean,French Painter,https://en.wikipedia.org/wiki/Edmond_Aman-Jean,299
Nicholas Amantea,American,https://en.wikipedia.org/wiki/List_of_Federal_Art_Project_artists,436
Antonio Henrique Amaral,Brazilian Painter,https://en.wikipedia.org/wiki/Antonio_Henrique_Amaral,2
Tarsila do Amaral,Brazilian Painter,https://en.wikipedia.org/wiki/Tarsila_do_Amaral,"1,442"
The Amasis Painter,Greek Vase Painter,https://en.wikipedia.org/wiki/Amasis_Painter,261
Eugene-Emmanuel Amaury-Duval,French Painter,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Emmanuel_Amaury_Duval,162
Christoph Amberger,German Painter,https://en.wikipedia.org/wiki/Christoph_Amberger,137
Gregory Amenoff,American,https://en.wikipedia.org/wiki/Gregory_Amenoff,72
Ghada Amer,Egyptian Painter,https://en.wikipedia.org/wiki/Ghada_Amer,333
Mark Amerika,American Digital Artist,https://en.wikipedia.org/wiki/Mark_Amerika,116
Friedrich von Amerling,Austrian Painter,https://en.wikipedia.org/wiki/Friedrich_von_Amerling,596
Ezra Ames,American Painter,https://en.wikipedia.org/wiki/Ezra_Ames,188
Giacomo Amiconi,Italian Painter,https://en.wikipedia.org/wiki/Giacomo_Amiconi,6
Cuno Amiet,Swiss Painter,https://en.wikipedia.org/wiki/Cuno_Amiet,442
Jost Amman,German Engraver,https://en.wikipedia.org/wiki/Jost_Amman,330
Bartolommeo Ammanati,Italian Sculptor,https://en.wikipedia.org/wiki/Bartolommeo_Ammanati,13
Carlos Amorales,Mexican,https://en.wikipedia.org/wiki/Carlos_Amorales,116
Emma Amos,African-American Painter,https://en.wikipedia.org/wiki/Emma_Amos,33
Jan van Amstel,Flemish Painter,https://en.wikipedia.org/wiki/Jan_van_Amstel,89
An He,Chinese/American Painter,https://en.wikipedia.org/wiki/An_He,0
Auguste Anastasi,French Painter,https://en.wikipedia.org/wiki/Auguste_Anastasi,32
Anna Ancher,Danish Painter,https://en.wikipedia.org/wiki/Anna_Ancher,893
Michael Ancher,Danish Painter,https://en.wikipedia.org/wiki/Michael_Ancher,650
Kaigetsudo Anchi,Japanese Printmaker,https://en.wikipedia.org/wiki/Kaigetsudo_Anchi,1
Wesley Anderegg,American Ceramicist,https://en.wikipedia.org/wiki/Non-neutral_plasma,143
Mogens Andersen,Danish Painter,https://en.wikipedia.org/wiki/Mogens_Andersen,48
Carlos Anderson,American Painter,https://en.wikipedia.org/wiki/Carlos_Anderson,12
J. Anderson,British Sculptor,https://en.wikipedia.org/wiki/Michael_J._Anderson,"12,470"
Laurie Anderson,American Performance Artist,https://en.wikipedia.org/wiki/Laurie_Anderson,"29,441"
Ruth A. Anderson,American,https://en.wikipedia.org/wiki/Ruth_Anderson,21
Sophie Anderson,French Painter,https://en.wikipedia.org/wiki/Sophie_Anderson,190
Stanley Anderson,English Painter,https://en.wikipedia.org/wiki/Stanley_Anderson,"3,772"
Walter Anderson,American Painter,https://en.wikipedia.org/wiki/Walter_Anderson,33
Tadao Ando,Japanese Architect,https://en.wikipedia.org/wiki/Tadao_Ando,"10,344"
Andokides,Greek Potter,https://en.wikipedia.org/wiki/Andokides,10
Albert Andre,French Painter,https://en.wikipedia.org/wiki/Albert_Andre,2
Carl Andre,American Sculptor,https://en.wikipedia.org/wiki/Carl_Andre,"3,328"
Zoan Andrea,Italian Painter/Printmaker,https://en.wikipedia.org/wiki/Zoan_Andrea,3
Andrea da Firenze,Italian Painter,https://en.wikipedia.org/wiki/Andrea_da_Firenze,61
Andrea del Brescianino,Italian Painter,https://en.wikipedia.org/wiki/Andrea_del_Brescianino,88
Andrea del Castagno,Italian Painter,https://en.wikipedia.org/wiki/Andrea_del_Castagno,904
Andrea del Sarto,Italian Painter,https://en.wikipedia.org/wiki/Andrea_del_Sarto,"1,806"
Andrea di Bartolo,Italian,https://en.wikipedia.org/wiki/Andrea_di_Bartolo,141
Andrea di Vanni d'Andrea,Italian Painter,https://en.wikipedia.org/wiki/Santa_Maria_del_Carmine%2C_Florence,613
Andre Andreani,Italian Printmaker,https://en.wikipedia.org/wiki/Andreani,26
Ion Andreescu,Romanian Painter,https://en.wikipedia.org/wiki/Ion_Andreescu,230
Libero Andreotti,Italian Sculptor,https://en.wikipedia.org/wiki/Libero_Andreotti,42
Benny Andrews,African-American Painter,https://en.wikipedia.org/wiki/Benny_Andrews,390
Michael Andrews,British Painter,https://en.wikipedia.org/wiki/Michael_Andrews,47
Sybil Andrews,British/Canadian Printmaker,https://en.wikipedia.org/wiki/Sybil_Andrews,403
Pierre Andrieu,French Painter,https://en.wikipedia.org/wiki/Pierre_Andrieu,55
Barbara Andrus,American Sculptor,https://en.wikipedia.org/wiki/Ethel_Percy_Andrus,849
Abraham Angel,Mexican Painter,https://en.wikipedia.org/wiki/Abraham_Angel,1
Giuseppe Angeli,Italian Painter,https://en.wikipedia.org/wiki/Giuseppe_Angeli,100
Heinrich von Angeli,Austrian Painter,https://en.wikipedia.org/wiki/Heinrich_von_Angeli,339
Fra Angelico,Italian Painter,https://en.wikipedia.org/wiki/Fra_Angelico,"6,393"
Peter Angellis,Flemish Painter,https://en.wikipedia.org/wiki/Peter_Angelis,38
Hermen Anglada Camarasa,Spanish Painter,https://en.wikipedia.org/wiki/Hermen_Anglada_Camarasa,24
Charles Angrand,French Painter,https://en.wikipedia.org/wiki/Charles_Angrand,322
Raul Anguiano,Mexican Painter/Printmaker,https://en.wikipedia.org/wiki/Raul_Anguiano,10
Francois Anguier,French Sculptor,https://en.wikipedia.org/wiki/Francois_Anguier,1
Michel Anguier,French Sculptor,https://en.wikipedia.org/wiki/Michel_Anguier,27
Lucia Anguissola,Italian Painter,https://en.wikipedia.org/wiki/Lucia_Anguissola,175
Sofonisba Anguissola,Italian Painter,https://en.wikipedia.org/wiki/Sofonisba_Anguissola,"4,299"
Albert Anker,Swiss Painter,https://en.wikipedia.org/wiki/Albert_Anker,744
David Annesley,British Sculptor,https://en.wikipedia.org/wiki/David_Annesley,47
Pietro Annigoni,Italian Painter,https://en.wikipedia.org/wiki/Pietro_Annigoni,719
Louis Anquetin,French Painter,https://en.wikipedia.org/wiki/Louis_Anquetin,686
Pieter van Anraadt,Dutch Painter,https://en.wikipedia.org/wiki/Pieter_van_Anraadt,1
Andrea Ansaldo,Italian Painter,https://en.wikipedia.org/wiki/Andrea_Ansaldo,12
Richard Ansdell,English Painter,https://en.wikipedia.org/wiki/Richard_Ansdell,321
Michelangelo Anselmi,Italian Painter,https://en.wikipedia.org/wiki/Michelangelo_Anselmi,256
Giovanni Anselmo,Italian Sculptor,https://en.wikipedia.org/wiki/Giovanni_Anselmo,156
Anselmo da Campione,Italian Sculptor,https://en.wikipedia.org/wiki/Modena_Cathedral,"1,050"
Thomas Anshutz,American Painter,https://en.wikipedia.org/wiki/Thomas_Anshutz,81
Benedetto Antelami,Italian Sculptor,https://en.wikipedia.org/wiki/Benedetto_Antelami,175
Horst Antes,German Sculptor,https://en.wikipedia.org/wiki/Horst_Antes,158
Louis-Joseph Anthonissen,Belgian Painter,https://en.wikipedia.org/wiki/Jonathan_Livingston_Seagull_(soundtrack),"1,176"
Antico,Italian Sculptor,https://en.wikipedia.org/wiki/Antico,23
Alexandre Antigna,French Painter,https://en.wikipedia.org/wiki/Alexandre_Antigna,78
Antimenes Painter,Greek Vase Painter,https://en.wikipedia.org/wiki/Antimenes_Painter,75
Jose Claudio Antolinez,Spanish Painter,https://en.wikipedia.org/wiki/Jose_Claudio_Antolinez,2
Stephen Antonakos,American,https://en.wikipedia.org/wiki/Stephen_Antonakos,151
Antonello da Messina,Italian Painter,https://en.wikipedia.org/wiki/Antonello_da_Messina,"1,484"
Antonello de Saliba,Italian Painter,https://en.wikipedia.org/wiki/Antonello_de_Saliba,13
Janine Antoni,Bahamas/American,https://en.wikipedia.org/wiki/Janine_Antoni,460
Antonio da Fabriano,Italian,https://en.wikipedia.org/wiki/Antonio_da_Fabriano,25
Garo Zareh Antreasian,American,https://en.wikipedia.org/wiki/Garo_Antreasian,51
Aleksei Antropov,Russian Painter,https://en.wikipedia.org/wiki/Aleksei_Antropov,5
Nemesio Antunez,Chilean Painter,https://en.wikipedia.org/wiki/Nemesio_Antunez,4
Richard Anuszkiewicz,American Painter,https://en.wikipedia.org/wiki/Richard_Anuszkiewicz,483
Siegfried Anzinger,Austrian Painter,https://en.wikipedia.org/wiki/Siegfried_Anzinger,0
Jose Aparicio,Spanish Painter,https://en.wikipedia.org/wiki/Jose_Aparicio,2
Apollonio di Giovanni,Italian Painter,https://en.wikipedia.org/wiki/Apollonio_di_Giovanni,8
James Aponovich,American,https://en.wikipedia.org/wiki/List_of_University_of_New_Hampshire_alumni,257
Charles Appel,American Painter,https://en.wikipedia.org/wiki/Charles_Appel,1
Karel Appel,Dutch Painter,https://en.wikipedia.org/wiki/Karel_Appel,"1,240"
Dieter Appelt,German Photographer,https://en.wikipedia.org/wiki/Dieter_Appelt,52
Adolphe Appian,French Painter,https://en.wikipedia.org/wiki/Adolphe_Appian,56
Andrea Appiani,Italian Painter,https://en.wikipedia.org/wiki/Andrea_Appiani,405
Ida Applebroog,American Painter,https://en.wikipedia.org/wiki/Ida_Applebroog,275
Ulrich Apt the Elder,German Painter,https://en.wikipedia.org/wiki/Ulrich_Apt_the_Elder,42
Ken Aptekar,American Painter,https://en.wikipedia.org/wiki/Harold_Aram_Veeser,54
Jose Aragon,American,https://en.wikipedia.org/wiki/Ang%C3%A9lica_Arag%C3%B3n,"2,933"
Shusaku Arakawa,Japanese/American,https://en.wikipedia.org/wiki/Shusaku_Arakawa,535
Nobuyoshi Araki,Japanese Photographer,https://en.wikipedia.org/wiki/Nobuyoshi_Araki,"3,426"
Alessandro Araldi,Italian Painter,https://en.wikipedia.org/wiki/Alessandro_Araldi,67
Diane Arbus,American Photographer,https://en.wikipedia.org/wiki/Diane_Arbus,"21,221"
James Archer,Scottish Painter,https://en.wikipedia.org/wiki/James_Archer,87
Alexander Archipenko,Ukrainian Sculptor,https://en.wikipedia.org/wiki/Alexander_Archipenko,"1,082"
Felipe Archuleta,American Artist,https://en.wikipedia.org/wiki/Felipe_Archuleta,55
Giuseppe Arcimboldo,Italian Painter,https://en.wikipedia.org/wiki/Giuseppe_Arcimboldo,"5,998"
Roy Arden,Canadian Photographer,https://en.wikipedia.org/wiki/Roy_Arden,73
Mordecai Ardon,Israeli Painter,https://en.wikipedia.org/wiki/Mordecai_Ardon,167
Juan de Arellano,Spanish Painter,https://en.wikipedia.org/wiki/Juan_de_Arellano,111
Stuart Arends,American Painter,https://en.wikipedia.org/wiki/Alison_Wilding,165
Arent Arentsz.,Dutch Painter,https://en.wikipedia.org/wiki/Arent_Arentsz.,1
Ivan Petrovich Argunov,Russian Painter,https://en.wikipedia.org/wiki/Ivan_Petrovich_Argunov,23
Avigdor Arikha,Romanian/Israeli Painter,https://en.wikipedia.org/wiki/Avigdor_Arikha,454
Marshall Arisman,American Painter,https://en.wikipedia.org/wiki/Marshall_Arisman,312
Abram Arkhipov,Russian Painter,https://en.wikipedia.org/wiki/Abram_Arkhipov,247
Siah Armajani,Iranian/American Sculptor,https://en.wikipedia.org/wiki/Siah_Armajani,257
Arman,French/American Assemblage Artist,https://en.wikipedia.org/wiki/Arman,"1,336"
Maxwell Armfield,British Painter,https://en.wikipedia.org/wiki/Maxwell_Armfield,246
Edward Armitage,English Painter,https://en.wikipedia.org/wiki/Edward_Armitage,208
Kenneth Armitage,British Sculptor,https://en.wikipedia.org/wiki/Kenneth_Armitage,148
John Armleder,Swiss,https://en.wikipedia.org/wiki/John_Armleder,187
John Taylor Arms,American,https://en.wikipedia.org/wiki/John_Taylor_Arms,90
Henry Hugh Armstead,English Sculptor,https://en.wikipedia.org/wiki/Henry_Hugh_Armstead,105
David Maitland Armstrong,American Stained Glass Artist,https://en.wikipedia.org/wiki/Maitland_Armstrong,209
Ian Armstrong,Australian Painter,https://en.wikipedia.org/wiki/Ian_Armstrong,17
John Armstrong,British Painter,https://en.wikipedia.org/wiki/John_Armstrong,71
William Armstrong,Canadian Painter,https://en.wikipedia.org/wiki/William_Armstrong,81
George Arnald,English Painter,https://en.wikipedia.org/wiki/George_Arnald,140
Robert Arneson,American Ceramicist,https://en.wikipedia.org/wiki/Robert_Arneson,384
Alberto Arnoldi,Italian Sculptor,https://en.wikipedia.org/wiki/Alberto_Arnoldi,37
Charles Arnoldi,American Sculptor,https://en.wikipedia.org/wiki/Charles_Arnoldi,155
Arnolfo di Cambio,Italian Sculptor,https://en.wikipedia.org/wiki/Arnolfo_di_Cambio,"1,191"
Jean Arnould,Flemish Sculptor,https://en.wikipedia.org/wiki/Jean_Arnould,1
Claude Arnulphy,French Painter,https://en.wikipedia.org/wiki/Claude_Arnulphy,74
Jean Arp,German/French Painter/Sculptor,https://en.wikipedia.org/wiki/Jean_Arp,"3,382"
Eduardo Arroyo,Spanish Painter,https://en.wikipedia.org/wiki/Eduardo_Arroyo,231
Art and Language,English,https://en.wikipedia.org/wiki/Art_and_Language,46
William Artaud,English,https://en.wikipedia.org/wiki/William_Artaud,25
Richard Artschwager,American Artist,https://en.wikipedia.org/wiki/Richard_Artschwager,247
Boris Artzybasheff,Ukrainian/American Painter/Illustrator,https://en.wikipedia.org/wiki/Boris_Artzybasheff,545
Arvilland,French,https://en.wikipedia.org/wiki/Arvilland,N/A
Egid Quirin Asam,German Sculptor,https://en.wikipedia.org/wiki/Egid_Quirin_Asam,924
Kosmas Damian Asam,German Sculptor,https://en.wikipedia.org/wiki/Kosmas_Damian_Asam,2
Pieter Jansz. van Asch,Dutch Painter,https://en.wikipedia.org/wiki/Pieter_Jansz._van_Asch,16
Charles Robert Ashbee,British,https://en.wikipedia.org/wiki/Charles_Robert_Ashbee,592
Michael Asher,American Conceptual Artist,https://en.wikipedia.org/wiki/Michael_Asher,15
Kenojuak Ashevak,Canadian Inuit Printmaker,https://en.wikipedia.org/wiki/Kenojuak_Ashevak,674
Tommy Ashevak,Canadian Inuit Sculptor,https://en.wikipedia.org/wiki/Heritage_Minutes,"1,283"
Kaka Ashoona,Canadian Inuit Sculptor,https://en.wikipedia.org/wiki/Pitseolak_Ashoona,315
Pitseolak Ashoona,Canadian Inuit Printmaker,https://en.wikipedia.org/wiki/Pitseolak_Ashoona,315
Julian Ashton,Australian Painter,https://en.wikipedia.org/wiki/Julian_Ashton,335
Amico Aspertini,Italian Painter,https://en.wikipedia.org/wiki/Amico_Aspertini,182
Tiziano Aspetti,Italian Sculptor,https://en.wikipedia.org/wiki/Tiziano_Aspetti,111
Steven Assael,American Painter,https://en.wikipedia.org/wiki/Steven_Assael,96
Jan Asselyn,Dutch Painter,https://en.wikipedia.org/wiki/Jan_Asselyn,27
Gioacchino Assereto,Italian Painter,https://en.wikipedia.org/wiki/Gioacchino_Assereto,181
Federico Assler,Chilean Sculptor,https://en.wikipedia.org/wiki/Federico_Assler,42
Balthasar van der Ast,Dutch Painter,https://en.wikipedia.org/wiki/Balthasar_van_der_Ast,323
