Artist name,Description,Wiki URL,Page Views
Agostino di Giovanni,Italian Sculptor,https://en.wikipedia.org/wiki/Agostino%20da%20Siena,143
Agostino Veneziano,Italian Engraver,https://en.wikipedia.org/wiki/Agostino%20Veneziano,420
Joaquin Agrasot y Juan,Spanish Painter,https://en.wikipedia.org/wiki/Joaqu%C3%ADn%20Agrasot,181
John Ahearn,American Sculptor,https://en.wikipedia.org/wiki/John%20Ahearn,555
Eija-Liisa Ahtila,Finnish Video Artist,https://en.wikipedia.org/wiki/Eija-Liisa%20Ahtila,354
Ai Weiwei,Chinese Conceptual Artist,https://en.wikipedia.org/wiki/Ai%20Weiwei,"36,259"
William Aikman,Scottish Painter,https://en.wikipedia.org/wiki/William%20Aikman%20%28painter%29,231
Mario Airo,Italian,https://en.wikipedia.org/wiki/Base%20%2F%20Progetti%20per%20l%27arte,33
Craigie Aitchison,British Painter/Printmaker,https://en.wikipedia.org/wiki/Craigie%20Aitchison%20%28painter%29,706
Doug Aitken,American Video Artist,https://en.wikipedia.org/wiki/Doug%20Aitken,"1,964"
Ivan Aivazovsky,Russian/Armenian Painter,https://en.wikipedia.org/wiki/Ivan%20Aivazovsky,"20,107"
Giuseppe Ajmone,Italian Painter,https://en.wikipedia.org/wiki/Giuseppe%20Ajmone,59
Kinji Akagawa,American Sculptor,https://en.wikipedia.org/wiki/Kinji%20Akagawa,179
Carl Ethan Akeley,American Sculptor,https://en.wikipedia.org/wiki/Carl%20Akeley,"2,382"
Benjamin Paul Akers,American Sculptor,https://en.wikipedia.org/wiki/Benjamin%20Paul%20Akers,180
Manasie Akpaliapik,Canadian Inuit Sculptor,https://en.wikipedia.org/wiki/Manasie%20Akpaliapik,135
Francesco Albani,Italian Painter,https://en.wikipedia.org/wiki/Francesco%20Albani,755
Grace Albee,American Printmaker,https://en.wikipedia.org/wiki/Grace%20Albee,196
Giovanni Alberghetti I,Italian,https://en.wikipedia.org/wiki/Giovanni%20Battista%20Ferrari%20%28cardinal%29,62
Anni Albers,German/American Textile Artist,https://en.wikipedia.org/wiki/Anni%20Albers,"3,809"
Josef Albers,German/American Painter/Designer,https://en.wikipedia.org/wiki/Josef%20Albers,"8,470"
Cherubino Alberti,Italian Painter,https://en.wikipedia.org/wiki/Cherubino%20Alberti,229
Giovanni Alberti,Italian Painter,https://en.wikipedia.org/wiki/Giovanni%20Alberti%20%28mathematician%29,214
Leon Baptista Alberti,Italian Architect,https://en.wikipedia.org/wiki/List%20of%20Renaissance%20figures,"2,409"
Mariotto Albertinelli,Italian Painter,https://en.wikipedia.org/wiki/Mariotto%20Albertinelli,446
Ivan Albright,American Painter,https://en.wikipedia.org/wiki/Ivan%20Albright,"3,131"
Conrad Albrizio,American,https://en.wikipedia.org/wiki/Conrad%20Albrizio,112
Heinrich Aldegrever,German Engraver,https://en.wikipedia.org/wiki/Heinrich%20Aldegrever,485
Pierre Alechinsky,Belgian Painter,https://en.wikipedia.org/wiki/Pierre%20Alechinsky,"1,588"
William Van Alen,American Architect,https://en.wikipedia.org/wiki/William%20Van%20Alen,"2,798"
Francis Alexander,American Painter,https://en.wikipedia.org/wiki/Francis%20Alexander%20Shields,"23,447"
John White Alexander,American Painter,https://en.wikipedia.org/wiki/Isabella%20and%20the%20Pot%20of%20Basil,"2,345"
Peter Alexander,American,https://en.wikipedia.org/wiki/Peter%20Ustinov,"65,379"
William Alexander,English Painter,https://en.wikipedia.org/wiki/Willem-Alexander%20of%20the%20Netherlands,"143,293"
Carlos Alfonzo,Cuban Painter,https://en.wikipedia.org/wiki/Carlos%20Alfonzo,354
Alessandro Algardi,Italian Sculptor,https://en.wikipedia.org/wiki/Alessandro%20Algardi,"1,044"
Mihr Ali,Persian Painter,https://en.wikipedia.org/wiki/Fath-Ali%20Shah%20Qajar,"32,965"
Ali ibn Muhhamad,Persian Sculptor,https://en.wikipedia.org/wiki/Hisham%20ibn%20al-Hakam,743
Giuseppe Alinari,Italian Photographer,https://en.wikipedia.org/wiki/Fratelli%20Alinari,518
Henry Thomas Alken,English Painter,https://en.wikipedia.org/wiki/Henry%20Thomas%20Alken,496
Samuel Alken Sr.,English Painter,https://en.wikipedia.org/wiki/Samuel%20Alken,102
David Allan,Scottish Painter,https://en.wikipedia.org/wiki/David%20Allan%20Coe,"81,759"
William Allan,Scottish Painter,https://en.wikipedia.org/wiki/George%20William%20Allan,285
Christophe-Gabriel Allegrain,French Sculptor,https://en.wikipedia.org/wiki/Christophe-Gabriel%20Allegrain,185
Etienne Allegrain,French Painter,https://en.wikipedia.org/wiki/%C3%89tienne%20Allegrain,98
Gabriel Allegrain,French,https://en.wikipedia.org/wiki/Christophe-Gabriel%20Allegrain,185
Anne Allen,French Printmaker,https://en.wikipedia.org/wiki/Nancy%20Allen%20%28actress%29,"83,496"
Anne Huntington Allen,American Painter,https://en.wikipedia.org/wiki/Anne%20Huntington%20Allen,53
Douglas Allen,American Illustrator,https://en.wikipedia.org/wiki/Doug%20Collins%20%28politician%29,"44,808"
Greta Allen,American,https://en.wikipedia.org/wiki/Greta%20Thunberg,"243,902"
Mary Cecil Allen,Australian/American Painter,https://en.wikipedia.org/wiki/Mary%20Cecil%20Allen,155
Terry Allen,American Sculptor,https://en.wikipedia.org/wiki/Magnum%20T.%20A.,"34,215"
Helen Allingham,British Painter,https://en.wikipedia.org/wiki/Helen%20Allingham,972
Edward Allington,British,https://en.wikipedia.org/wiki/Edward%20Allington,255
Thomas Allom,English Painter,https://en.wikipedia.org/wiki/Thomas%20Allom,598
Jennifer Allora,American,https://en.wikipedia.org/wiki/Allora%20%26%20Calzadilla,426
Alessandro Allori,Italian Painter,https://en.wikipedia.org/wiki/Alessandro%20Allori,"1,603"
Cristofano Allori,Italian Painter,https://en.wikipedia.org/wiki/Cristofano%20Allori,722
Washington Allston,American Painter,https://en.wikipedia.org/wiki/Washington%20Allston,"1,184"
Laura Alma-Tadema,English Painter,https://en.wikipedia.org/wiki/Laura%20Theresa%20Alma-Tadema,739
Sir Lawrence Alma-Tadema,Dutch/English Painter,https://en.wikipedia.org/wiki/Lawrence%20Alma-Tadema,"13,443"
Darren Almond,British,https://en.wikipedia.org/wiki/Darren%20Almond,380
Peder Als,Danish Painter,https://en.wikipedia.org/wiki/Peder%20Als,100
Denys van Alsloot,Flemish Painter,https://en.wikipedia.org/wiki/Denis%20van%20Alsloot,210
Charles Alston,African-American Painter/Sculptor,https://en.wikipedia.org/wiki/Charles%20Alston%20%28botanist%29,153
Jakob Alt,Austrian,https://en.wikipedia.org/wiki/Jakob%20Alt,545
Otmar Alt,German,https://en.wikipedia.org/wiki/Volkswagen%20Golf%20Mk3,"23,486"
Rudolf von Alt,Austrian Painter,https://en.wikipedia.org/wiki/Rudolf%20von%20Alt,"2,337"
Albrecht Altdorfer,German Painter,https://en.wikipedia.org/wiki/Albrecht%20Altdorfer,"2,952"
Mathias Alten,German/American Painter,https://en.wikipedia.org/wiki/Mathias%20Alten,232
Pawel Althamer,Polish,https://en.wikipedia.org/wiki/Pawe%C5%82%20Althamer,288
Kai Althoff,German,https://en.wikipedia.org/wiki/Kai%20Althoff,609
Altichiero,Italian Painter,https://en.wikipedia.org/wiki/Altichiero,711
Natan Altman,Russian Painter,https://en.wikipedia.org/wiki/Nathan%20Altman,583
John Altoon,American Painter,https://en.wikipedia.org/wiki/John%20Altoon,644
Aby Altson,Australian Painter,https://en.wikipedia.org/wiki/Abbey%20Altson,224
Mabel Alvarez,American Painter,https://en.wikipedia.org/wiki/Mabel%20Alvarez,774
Manuel Alvarez Bravo,Mexican Photographer,https://en.wikipedia.org/wiki/Manuel%20%C3%81lvarez%20Bravo,927
Francis Alys,Belgian,https://en.wikipedia.org/wiki/Francis%20Al%C3%BFs,"1,548"
Giovanni Antonio Amadeo,Italian Sculptor,https://en.wikipedia.org/wiki/Giovanni%20Antonio%20Amadeo,360
Edmond-Francois Aman-Jean,French Painter,https://en.wikipedia.org/wiki/Edmond%20Aman-Jean,563
Nicholas Amantea,American,https://en.wikipedia.org/wiki/List%20of%20Federal%20Art%20Project%20artists,824
Antonio Henrique Amaral,Brazilian Painter,https://en.wikipedia.org/wiki/Ant%C3%B4nio%20Henrique%20Amaral,87
Tarsila do Amaral,Brazilian Painter,https://en.wikipedia.org/wiki/Tarsila%20do%20Amaral,"3,027"
The Amasis Painter,Greek Vase Painter,https://en.wikipedia.org/wiki/Amasis%20Painter,545
Eugene-Emmanuel Amaury-Duval,French Painter,https://en.wikipedia.org/wiki/Eug%C3%A8ne%20Emmanuel%20Amaury%20Duval,384
Christoph Amberger,German Painter,https://en.wikipedia.org/wiki/Christoph%20Amberger,293
Gregory Amenoff,American,https://en.wikipedia.org/wiki/Gregory%20Amenoff,181
Ghada Amer,Egyptian Painter,https://en.wikipedia.org/wiki/Ghada%20Amer,707
Mark Amerika,American Digital Artist,https://en.wikipedia.org/wiki/Mark%20Amerika,242
Friedrich von Amerling,Austrian Painter,https://en.wikipedia.org/wiki/Friedrich%20von%20Amerling,"1,105"
Ezra Ames,American Painter,https://en.wikipedia.org/wiki/Ezra%20Ames,384
Giacomo Amiconi,Italian Painter,https://en.wikipedia.org/wiki/Jacopo%20Amigoni,682
Cuno Amiet,Swiss Painter,https://en.wikipedia.org/wiki/Cuno%20Amiet,"1,025"
Jost Amman,German Engraver,https://en.wikipedia.org/wiki/Jost%20Amman,664
Bartolommeo Ammanati,Italian Sculptor,https://en.wikipedia.org/wiki/Bartolomeo%20Ammannati,"1,291"
Carlos Amorales,Mexican,https://en.wikipedia.org/wiki/Carlos%20Amorales,206
Emma Amos,African-American Painter,https://en.wikipedia.org/wiki/Emma%20Amos%20%28actress%29,"7,414"
Jan van Amstel,Flemish Painter,https://en.wikipedia.org/wiki/Jan%20van%20Amstel,180
An He,Chinese/American Painter,https://en.wikipedia.org/wiki/Heinkel%20He%20111,"37,060"
Auguste Anastasi,French Painter,https://en.wikipedia.org/wiki/Auguste%20Anastasi,73
Anna Ancher,Danish Painter,https://en.wikipedia.org/wiki/Anna%20Ancher,"1,790"
Michael Ancher,Danish Painter,https://en.wikipedia.org/wiki/Michael%20Ancher,"1,394"
Kaigetsudo Anchi,Japanese Printmaker,https://en.wikipedia.org/wiki/Kaigetsud%C5%8D%20Anchi,182
Wesley Anderegg,American Ceramicist,https://en.wikipedia.org/wiki/Non-neutral%20plasma,299
Mogens Andersen,Danish Painter,https://en.wikipedia.org/wiki/Mogens%20Andersen,84
Carlos Anderson,American Painter,https://en.wikipedia.org/wiki/Carlos%20J.%20Anderson,66
J. Anderson,British Sculptor,https://en.wikipedia.org/wiki/Michael%20J.%20Anderson,"26,365"
Laurie Anderson,American Performance Artist,https://en.wikipedia.org/wiki/Laurie%20Halse%20Anderson,"4,773"
Ruth A. Anderson,American,https://en.wikipedia.org/wiki/Ruth%20Anderson%20%28composer%29,397
Sophie Anderson,French Painter,https://en.wikipedia.org/wiki/Sophie%20Anderson%20%28actress%29,"46,186"
Stanley Anderson,English Painter,https://en.wikipedia.org/wiki/Bessie%20Anderson%20Stanley,"1,042"
Walter Anderson,American Painter,https://en.wikipedia.org/wiki/Walter%20Anderson%20%28folklorist%29,327
Tadao Ando,Japanese Architect,https://en.wikipedia.org/wiki/Tadao%20Ando,"20,935"
Andokides,Greek Potter,https://en.wikipedia.org/wiki/Andokides%20%28potter%29,127
Albert Andre,French Painter,https://en.wikipedia.org/wiki/Albert%20Andr%C3%A9,422
Carl Andre,American Sculptor,https://en.wikipedia.org/wiki/Carl%20Andre,"6,360"
Zoan Andrea,Italian Painter/Printmaker,https://en.wikipedia.org/wiki/Giovanni%20Antonio%20da%20Brescia,228
Andrea da Firenze,Italian Painter,https://en.wikipedia.org/wiki/Andreas%20de%20Florentia,213
Andrea del Brescianino,Italian Painter,https://en.wikipedia.org/wiki/Andrea%20del%20Brescianino,163
Andrea del Castagno,Italian Painter,https://en.wikipedia.org/wiki/Last%20Supper%20%28Castagno%29,983
Andrea del Sarto,Italian Painter,https://en.wikipedia.org/wiki/Andrea%20del%20Sarto,"3,307"
Andrea di Bartolo,Italian,https://en.wikipedia.org/wiki/Andrea%20di%20Bartolo,286
Andrea di Vanni d'Andrea,Italian Painter,https://en.wikipedia.org/wiki/Santa%20Maria%20del%20Carmine%2C%20Florence,"1,276"
Andre Andreani,Italian Printmaker,https://en.wikipedia.org/wiki/Andreani,44
Ion Andreescu,Romanian Painter,https://en.wikipedia.org/wiki/Ion%20Andreescu,421
Libero Andreotti,Italian Sculptor,https://en.wikipedia.org/wiki/Libero%20Andreotti,92
Benny Andrews,African-American Painter,https://en.wikipedia.org/wiki/Benny%20Andrews,834
Michael Andrews,British Painter,https://en.wikipedia.org/wiki/Michael%20Andrews%20%28musician%29,"5,268"
Sybil Andrews,British/Canadian Printmaker,https://en.wikipedia.org/wiki/Sybil%20Andrews,803
Pierre Andrieu,French Painter,https://en.wikipedia.org/wiki/Pierre%20Andrieu,112
Barbara Andrus,American Sculptor,https://en.wikipedia.org/wiki/Ethel%20Percy%20Andrus,"1,526"
Abraham Angel,Mexican Painter,https://en.wikipedia.org/wiki/Abraham%20%C3%81ngel,909
Giuseppe Angeli,Italian Painter,https://en.wikipedia.org/wiki/Giuseppe%20Angeli,192
Heinrich von Angeli,Austrian Painter,https://en.wikipedia.org/wiki/Heinrich%20von%20Angeli,747
Fra Angelico,Italian Painter,https://en.wikipedia.org/wiki/Fra%20Angelico,"12,889"
Peter Angellis,Flemish Painter,https://en.wikipedia.org/wiki/Peter%20Angelis,96
Hermen Anglada Camarasa,Spanish Painter,https://en.wikipedia.org/wiki/Hermenegildo%20Anglada%20Camarasa,380
Charles Angrand,French Painter,https://en.wikipedia.org/wiki/Charles%20Angrand,727
Raul Anguiano,Mexican Painter/Printmaker,https://en.wikipedia.org/wiki/Ra%C3%BAl%20Anguiano,340
Francois Anguier,French Sculptor,https://en.wikipedia.org/wiki/Fran%C3%A7ois%20and%20Michel%20Anguier,82
Michel Anguier,French Sculptor,https://en.wikipedia.org/wiki/Fran%C3%A7ois%20and%20Michel%20Anguier,82
Lucia Anguissola,Italian Painter,https://en.wikipedia.org/wiki/Lucia%20Anguissola,328
Sofonisba Anguissola,Italian Painter,https://en.wikipedia.org/wiki/Sofonisba%20Anguissola,"8,429"
Albert Anker,Swiss Painter,https://en.wikipedia.org/wiki/Albert%20Anker,"1,493"
David Annesley,British Sculptor,https://en.wikipedia.org/wiki/David%20Annesley,84
Pietro Annigoni,Italian Painter,https://en.wikipedia.org/wiki/Pietro%20Annigoni,"1,739"
Louis Anquetin,French Painter,https://en.wikipedia.org/wiki/Louis%20Anquetin,"1,239"
Pieter van Anraadt,Dutch Painter,https://en.wikipedia.org/wiki/Pieter%20van%20Anraedt,119
Andrea Ansaldo,Italian Painter,https://en.wikipedia.org/wiki/Giovanni%20Andrea%20Ansaldo,128
Richard Ansdell,English Painter,https://en.wikipedia.org/wiki/Richard%20Ansdell,632
Michelangelo Anselmi,Italian Painter,https://en.wikipedia.org/wiki/Michelangelo%20Anselmi,619
Giovanni Anselmo,Italian Sculptor,https://en.wikipedia.org/wiki/Giovanni%20Anselmo,342
Anselmo da Campione,Italian Sculptor,https://en.wikipedia.org/wiki/Modena%20Cathedral,"2,101"
Thomas Anshutz,American Painter,https://en.wikipedia.org/wiki/Thomas%20Pollock%20Anshutz,765
Benedetto Antelami,Italian Sculptor,https://en.wikipedia.org/wiki/Benedetto%20Antelami,342
Horst Antes,German Sculptor,https://en.wikipedia.org/wiki/Horst%20Antes,275
Louis-Joseph Anthonissen,Belgian Painter,https://en.wikipedia.org/wiki/Jonathan%20Livingston%20Seagull%20%28soundtrack%29,"2,151"
Antico,Italian Sculptor,https://en.wikipedia.org/wiki/Ancient%20theatre%20of%20Taormina,"8,236"
Alexandre Antigna,French Painter,https://en.wikipedia.org/wiki/Alexandre%20Antigna,145
Antimenes Painter,Greek Vase Painter,https://en.wikipedia.org/wiki/Antimenes%20Painter,241
Jose Claudio Antolinez,Spanish Painter,https://en.wikipedia.org/wiki/Jos%C3%A9%20Antol%C3%ADnez,150
Stephen Antonakos,American,https://en.wikipedia.org/wiki/Stephen%20Antonakos,301
Antonello da Messina,Italian Painter,https://en.wikipedia.org/wiki/Antonello%20da%20Messina,"3,117"
Antonello de Saliba,Italian Painter,https://en.wikipedia.org/wiki/Antonio%20de%20Saliba,96
Janine Antoni,Bahamas/American,https://en.wikipedia.org/wiki/Janine%20Antoni,900
Antonio da Fabriano,Italian,https://en.wikipedia.org/wiki/Antonio%20da%20Fabriano,73
Garo Zareh Antreasian,American,https://en.wikipedia.org/wiki/Garo%20Antreasian,107
Aleksei Antropov,Russian Painter,https://en.wikipedia.org/wiki/Aleksey%20Antropov,277
Nemesio Antunez,Chilean Painter,https://en.wikipedia.org/wiki/Nemesio%20Ant%C3%BAnez,241
Richard Anuszkiewicz,American Painter,https://en.wikipedia.org/wiki/Richard%20Anuszkiewicz,912
Siegfried Anzinger,Austrian Painter,https://en.wikipedia.org/wiki/Junge%20Wilde,"1,934"
Jose Aparicio,Spanish Painter,https://en.wikipedia.org/wiki/Jos%C3%A9%20Aparicio,264
Apollonio di Giovanni,Italian Painter,https://en.wikipedia.org/wiki/Apollonio%20di%20Giovanni%20di%20Tommaso,189
James Aponovich,American,https://en.wikipedia.org/wiki/List%20of%20University%20of%20New%20Hampshire%20alumni,527
Charles Appel,American Painter,https://en.wikipedia.org/wiki/Charles%20A.%20Appel,71
Karel Appel,Dutch Painter,https://en.wikipedia.org/wiki/Karel%20Appel,"2,436"
Dieter Appelt,German Photographer,https://en.wikipedia.org/wiki/Dieter%20Appelt,108
Adolphe Appian,French Painter,https://en.wikipedia.org/wiki/Adolphe%20Appian,113
Andrea Appiani,Italian Painter,https://en.wikipedia.org/wiki/Andrea%20Appiani,848
Ida Applebroog,American Painter,https://en.wikipedia.org/wiki/Ida%20Applebroog,623
Ulrich Apt the Elder,German Painter,https://en.wikipedia.org/wiki/Ulrich%20Apt%20the%20Elder,98
Ken Aptekar,American Painter,https://en.wikipedia.org/wiki/Harold%20Aram%20Veeser,137
Jose Aragon,American,https://en.wikipedia.org/wiki/Ang%C3%A9lica%20Arag%C3%B3n,"5,955"
Shusaku Arakawa,Japanese/American,https://en.wikipedia.org/wiki/Shusaku%20Arakawa,981
Nobuyoshi Araki,Japanese Photographer,https://en.wikipedia.org/wiki/Nobuyoshi%20Araki,"5,835"
Alessandro Araldi,Italian Painter,https://en.wikipedia.org/wiki/Alessandro%20Araldi,110
Diane Arbus,American Photographer,https://en.wikipedia.org/wiki/Diane%20Arbus,"42,786"
James Archer,Scottish Painter,https://en.wikipedia.org/wiki/James%20J.%20Archer,"2,260"
Alexander Archipenko,Ukrainian Sculptor,https://en.wikipedia.org/wiki/Alexander%20Archipenko,"2,117"
Felipe Archuleta,American Artist,https://en.wikipedia.org/wiki/Felipe%20Archuleta,89
Giuseppe Arcimboldo,Italian Painter,https://en.wikipedia.org/wiki/Giuseppe%20Arcimboldo,"12,473"
Roy Arden,Canadian Photographer,https://en.wikipedia.org/wiki/Roy%20Arden,138
Mordecai Ardon,Israeli Painter,https://en.wikipedia.org/wiki/Mordecai%20Ardon,408
Juan de Arellano,Spanish Painter,https://en.wikipedia.org/wiki/Juan%20de%20Arellano,197
Stuart Arends,American Painter,https://en.wikipedia.org/wiki/Alison%20Wilding,298
Arent Arentsz.,Dutch Painter,https://en.wikipedia.org/wiki/Arent%20Arentsz,89
Ivan Petrovich Argunov,Russian Painter,https://en.wikipedia.org/wiki/Ivan%20Argunov,424
Avigdor Arikha,Romanian/Israeli Painter,https://en.wikipedia.org/wiki/Avigdor%20Arikha,894
Marshall Arisman,American Painter,https://en.wikipedia.org/wiki/Marshall%20Arisman,589
Abram Arkhipov,Russian Painter,https://en.wikipedia.org/wiki/Abram%20Arkhipov,518
Siah Armajani,Iranian/American Sculptor,https://en.wikipedia.org/wiki/Siah%20Armajani,526
Arman,French/American Assemblage Artist,https://en.wikipedia.org/wiki/Arman%20Tsarukyan,"294,708"
Maxwell Armfield,British Painter,https://en.wikipedia.org/wiki/Maxwell%20Armfield,430
Edward Armitage,English Painter,https://en.wikipedia.org/wiki/Edward%20Armitage,447
Kenneth Armitage,British Sculptor,https://en.wikipedia.org/wiki/Kenneth%20Armitage,309
John Armleder,Swiss,https://en.wikipedia.org/wiki/John%20Armleder,343
John Taylor Arms,American,https://en.wikipedia.org/wiki/John%20Taylor%20Arms,193
Henry Hugh Armstead,English Sculptor,https://en.wikipedia.org/wiki/Henry%20Hugh%20Armstead,248
David Maitland Armstrong,American Stained Glass Artist,https://en.wikipedia.org/wiki/Maitland%20Armstrong,379
Ian Armstrong,Australian Painter,https://en.wikipedia.org/wiki/Ian%20Armstrong%20%28artist%29,99
John Armstrong,British Painter,https://en.wikipedia.org/wiki/Matthew%20John%20Armstrong,"109,560"
William Armstrong,Canadian Painter,https://en.wikipedia.org/wiki/William%20Armstrong%2C%201st%20Baron%20Armstrong,"10,964"
George Arnald,English Painter,https://en.wikipedia.org/wiki/George%20Arnald,270
Robert Arneson,American Ceramicist,https://en.wikipedia.org/wiki/Robert%20Arneson,984
Alberto Arnoldi,Italian Sculptor,https://en.wikipedia.org/wiki/Alberto%20Arnoldi,71
Charles Arnoldi,American Sculptor,https://en.wikipedia.org/wiki/Charles%20Arnoldi,328
Arnolfo di Cambio,Italian Sculptor,https://en.wikipedia.org/wiki/Arnolfo%20di%20Cambio,"2,280"
Jean Arnould,Flemish Sculptor,https://en.wikipedia.org/wiki/Jean-Marie%20Arnould,32
Claude Arnulphy,French Painter,https://en.wikipedia.org/wiki/Claude%20Arnulphy,165
Jean Arp,German/French Painter/Sculptor,https://en.wikipedia.org/wiki/Jean%20Arp,"8,697"
Eduardo Arroyo,Spanish Painter,https://en.wikipedia.org/wiki/Eduardo%20Arroyo,380
