snapshot_utc,season,team_abbr,team_name,team_slug,player,player_key,player_url,position,age,service_time_yos,options_remaining,minor_status,roster_section_tax,roster_section_cash,roster_section_contract,rank_tax,rank_cash,contract_type_tax,contract_type_contracts,contract_subtype_contracts,luxury_tax_salary,luxury_tax_pct_league_cbt,total_cash,base_cash,signing_bonus,free_agent_year,contract_signed_year,contract_start_year,contract_end_year,contract_years,contract_value,contract_aav,mlb_person_id,mlb_roster_team,mlb_roster_status,matched_to_mlb_40man,source_urls,validation_flags,parse_notes
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Eduardo Rodriguez,eduardorodriguez,https://www.spotrac.com/mlb/player/_/id/13984/eduardo-rodriguez,SP,33,10.070,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Free Agent,Free Agent,,20000000,8.20,21000000,21000000,,,2024,2024,2028,4,80000000,20000000,593958,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Gabriel Moreno,gabrielmoreno,https://www.spotrac.com/mlb/player/_/id/70738/gabriel-moreno,C,26,3.061,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Arbitration 1,Arbitration,,2550000,1.05,2550000,2550000,,,2026,2026,2026,1,2550000,2550000,672515,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Geraldo Perdomo,geraldoperdomo,https://www.spotrac.com/mlb/player/_/id/48729/geraldo-perdomo,SS,26,4.015,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Extension Arbitration,Extension Arbitration,,11250000,4.61,5000000,5000000,,,2026,2026,2030,4,45000000,11250000,672695,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Grant Holman,grantholman,https://www.spotrac.com/mlb/player/_/id/73450/grant-holman,RP,26,1.031,,,2026 Dead Money,2026 Dead Money,,,,,,,7177,0.00,7177,7177,,,,,,,,,680880,PHI,Reassigned to Minors,true_other_team,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Hector Ozuna,hectorozuna,https://www.spotrac.com/mlb/player/_/id/105811/hector-ozuna,P,19,,,,,2026 Signing Bonus,,,,,,,,,10000,,10000,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Ildemaro Vargas,ildemarovargas,https://www.spotrac.com/mlb/player/_/id/21180/ildemaro-vargas,2B,34,5.129,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Free Agent,Free Agent,,1250000,0.51,1250000,1250000,,,2026,2026,2026,1,1250000,1250000,545121,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,James McCann,jamesmccann,https://www.spotrac.com/mlb/player/_/id/14154/james-mccann,C,36,10.126,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Free Agent,Free Agent,,2750000,1.13,3100000,2750000,,,2026,2026,2026,1,2750000,2750000,543510,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jeremy Suriel,jeremysuriel,https://www.spotrac.com/mlb/player/_/id/105641/jeremy-suriel,OF,17,,,,,2026 Signing Bonus,,,,,,,,,497000,,497000,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jesus Linares,jesuslinares,https://www.spotrac.com/mlb/player/_/id/105597/jesus-linares,C,17,,,,,2026 Signing Bonus,,,,,,,,,100000,,100000,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jesus Valdez,jesusvaldez,https://www.spotrac.com/mlb/player/_/id/81952/jesus-valdez,1B,28,,,,2026 Minor,2026 Minor,,,,Pre-Arbitration,,,4171,,4171,4171,,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jhosep Villarroel,jhosepvillarroel,https://www.spotrac.com/mlb/player/_/id/105326/jhosep-villarroel,C,17,,,,,2026 Signing Bonus,,,,,,,,,137500,,137500,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Joe Ross,joeross,https://www.spotrac.com/mlb/player/_/id/17579/joe-ross,RP,33,7.171,,,2026 Dead Money,2026 Dead Money,,,,,,,1500000,0.61,1500000,1500000,,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jonathan Loaisiga,jonathanloaisiga,https://www.spotrac.com/mlb/player/_/id/24636/jonathan-loaisiga,RP,31,7.022,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Free Agent,Free Agent,,1500000,0.61,1500000,1500000,,,2026,2026,2026,1,1500000,1500000,642528,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jordan Lawlar,jordanlawlar,https://www.spotrac.com/mlb/player/_/id/73268/jordan-lawlar,LF,23,0.073,,,2026 Injured List,2026 Injured List,Arizona Diamondbacks Contracts,,,Pre-Arbitration,Pre-Arbitration,,783600,0.32,783600,783600,,,2026,2026,2026,1,783600,783600,691783,ARI,Injured 10-Day,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jorge Barrosa,jorgebarrosa,https://www.spotrac.com/mlb/player/_/id/23884/jorge-barrosa,OF,25,0.070,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Pre-Arbitration,Pre-Arbitration,,783600,0.32,783600,783600,,,2026,2026,2026,1,783600,783600,678489,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jorge Silvera,jorgesilvera,https://www.spotrac.com/mlb/player/_/id/105642/jorge-silvera,SS,17,,,,,2026 Signing Bonus,,,,,,,,,80000,,80000,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Joscar Hernandez,joscarhernandez,https://www.spotrac.com/mlb/player/_/id/105327/joscar-hernandez,OF,17,,,,,2026 Signing Bonus,,,,,,,,,272500,,272500,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jose Cabrera,josecabrera,https://www.spotrac.com/mlb/player/_/id/86506/jose-cabrera,SP,24,,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Pre-Arbitration,Pre-Arbitration,,412929,0.17,412929,412929,,,2026,2026,2026,1,780000,780000,703615,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jose Fernandez,josefernandez,https://www.spotrac.com/mlb/player/_/id/80347/jose-fernandez,SS,22,,,,2026 Minor,2026 Minor,,,,Pre-Arbitration,,,283628,0.12,283628,283628,,,,,,,,,699912,ARI,Reassigned to Minors,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Jossiel Feliz,jossielfeliz,https://www.spotrac.com/mlb/player/_/id/105800/jossiel-feliz,OF,17,,,,,2026 Signing Bonus,,,,,,,,,67500,,67500,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Juan Burgos,juanburgos,https://www.spotrac.com/mlb/player/_/id/29026/juan-burgos,RP,26,0.074,,,2026 Minor,2026 Minor,,,,Pre-Arbitration,,,20855,0.01,20855,20855,,,,,,,,,686228,ARI,Reassigned to Minors,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Juan Morillo,juanmorillo,https://www.spotrac.com/mlb/player/_/id/97777/juan-morillo,RP,27,0.111,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Pre-Arbitration,Pre-Arbitration,,785100,0.32,785100,785100,,,2026,2026,2026,1,785100,785100,666661,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Junsang Eom,junsangeom,https://www.spotrac.com/mlb/player/_/id/108538/junsang-eom,SS,18,,,,,2026 Signing Bonus,,,,,,,,,1500000,,1500000,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Justin Martinez,justinmartinez,https://www.spotrac.com/mlb/player/_/id/80129/justin-martinez,RP,24,2.024,,,2026 Injured List,2026 Injured List,Arizona Diamondbacks Contracts,,,Extension Pre-Arbitration,Extension Pre-Arbitration,,3600000,,2000000,2000000,,,2025,2025,2031,5,18000000,3600000,679885,ARI,Injured 60-Day,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Kade Strowd,kadestrowd,https://www.spotrac.com/mlb/player/_/id/31332/kade-strowd,RP,28,0.074,,,2026 Minor,2026 Minor,,,,Pre-Arbitration,,,8342,0.00,8342,8342,,,,,,,,,669704,ARI,Reassigned to Minors,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Ketel Marte,ketelmarte,https://www.spotrac.com/mlb/player/_/id/16591/ketel-marte,2B,32,9.162,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Extension,Extension,,15460000,6.34,16000000,15000000,,,2025,2025,2031,6,116500000,19416667,606466,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Kevin Ginkel,kevinginkel,https://www.spotrac.com/mlb/player/_/id/20860/kevin-ginkel,RP,32,5.033,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Arbitration 3,Arbitration,,2725000,1.12,2725000,2725000,,,2026,2026,2026,1,2725000,2725000,656464,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Kohl Drake,kohldrake,https://www.spotrac.com/mlb/player/_/id/78902/kohl-drake,RP,25,,,,2026 Minor,2026 Minor,,,,Pre-Arbitration,,,12513,0.01,12513,12513,,,,,,,,,684442,ARI,Reassigned to Minors,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Leonardo Sevilla,leonardosevilla,https://www.spotrac.com/mlb/player/_/id/105322/leonardo-sevilla,SS,18,,,,,2026 Signing Bonus,,,,,,,,,750000,,750000,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Loidel Amaya,loidelamaya,https://www.spotrac.com/mlb/player/_/id/105324/loidel-amaya,OF,17,,,,,2026 Signing Bonus,,,,,,,,,560000,,560000,,,,,,,,,,,false,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026,not_found_on_tax_page;not_found_on_contracts_page,
2026-07-08T14:16:26+00:00,2026,ARI,Arizona Diamondbacks,arizona-diamondbacks,Lourdes Gurriel Jr.,lourdesgurriel,https://www.spotrac.com/mlb/player/_/id/21125/lourdes-gurriel-jr,OF,32,7.094,,,2026 Active Roster,2026 Active Roster,Arizona Diamondbacks Contracts,,,Free Agent,Free Agent,,14000000,5.74,13000000,13000000,,,2024,2024,2027,3,42000000,14000000,666971,ARI,Active,true,https://www.spotrac.com/mlb/arizona-diamondbacks/cash/_/year/2026 | https://www.spotrac.com/mlb/arizona-diamondbacks/contracts | https://www.spotrac.com/mlb/arizona-diamondbacks/tax/_/year/2026,,
